-0.00013132,-0.00055826
-3.9838e-006,-3.7033e-005
-1.0097e-006,-5.898e-005
5.3932e-006,-7.3799e-005
1.5004e-005,-7.5858e-005
2.7358e-005,-6.2665e-005
4.1774e-005,-3.5666e-005
5.7387e-005,1.0704e-018
7.3213e-005,3.676e-005
8.8204e-005,6.6571e-005
0.00010132,8.3061e-005
0.00011162,8.3288e-005
0.00011828,6.8609e-005
0.00012072,4.4403e-005
0.00011861,1.8693e-005
0.00011191,-8.0832e-018
0.00010086,-4.9935e-006
8.6015e-005,6.6487e-006
6.8186e-005,3.318e-005
4.8393e-005,6.8487e-005
2.7804e-005,0.00010361
7.6576e-006,0.00012908
-1.0821e-005,0.00013748
-2.6506e-005,0.00012552
-3.8452e-005,9.5043e-005
-4.5966e-005,5.269e-005
-4.8658e-005,8.2172e-006
-4.6479e-005,-2.8038e-005
-3.9734e-005,-4.794e-005
-2.9066e-005,-4.7803e-005
-1.5424e-005,-2.9486e-005
-1.3644e-017,-1.3357e-017
1.5847e-005,3.0293e-005
3.068e-005,5.0457e-005
4.3089e-005,5.1988e-005
5.1784e-005,3.1238e-005
5.5697e-005,-9.406e-006
5.4058e-005,-6.1965e-005
4.6461e-005,-0.00011484
3.2905e-005,-0.00015582
1.3802e-005,-0.00017535
-1.0035e-005,-0.00016915
-3.7437e-005,-0.0001395
-6.695e-005,-9.4749e-005
-9.6926e-005,-4.7166e-005
-0.00012563,-9.7111e-006
-0.00015137,7.4943e-006
-0.00017258,-1.0716e-018
-0.00018797,-2.9622e-005
-0.00019659,-7.2307e-005
-0.00019793,-0.00011481
-0.00019194,-0.00014323
-0.00017906,-0.00014679
-0.0001602,-0.00012091
-0.00013666,-6.8616e-005
-0.00011009,-1.2307e-017
-8.2366e-005,7.0323e-005
-5.5445e-005,0.000127
-3.1254e-005,0.00015802
-1.1548e-005,0.00015802
2.2225e-006,0.00012982
9.0141e-006,8.3795e-005
8.2759e-006,3.5183e-005
-7.7179e-018,-8.8163e-018
-1.5265e-005,-9.3501e-006
-3.6438e-005,1.2418e-005
-6.1968e-005,6.1814e-005
-8.9931e-005,0.00012727
-0.00011815,0.00019207
-0.00014436,0.0002387
-0.00016633,0.00025362
-0.00018205,0.000231
-0.00018987,0.00017451
-0.00018859,9.6515e-005
-0.00017762,1.5017e-005
-0.00015699,-5.1123e-005
-0.00012737,-8.7213e-005
-9.0037e-005,-8.6769e-005
-4.6827e-005,-5.3401e-005
-1.5227e-017,-1.5076e-017
4.7899e-005,5.4624e-005
9.4207e-005,9.0788e-005
0.00013632,9.3342e-005
0.00017187,5.5968e-005
0.00019891,-1.6817e-005
0.00021603,-0.00011056
0.00022247,-0.00020448
0.00021821,-0.00027688
0.00020393,-0.00031095
0.00018105,-0.00029936
0.00015158,-0.00024641
0.00011802,-0.00016703
8.319e-005,-8.2983e-005
5.0039e-005,-1.7053e-005
2.1444e-005,1.3135e-005
1.0052e-017,9.1449e-018
-1.2167e-005,-5.1724e-005
-1.3556e-005,-0.00012602
-3.4194e-006,-0.00019973
1.8176e-005,-0.00024871
5.0325e-005,-0.00025444
9.1333e-005,-0.0002092
0.00013881,-0.00011851
0.00018982,-1.6287e-017
0.00024106,0.00012104
0.00028911,0.0002182
0.00033063,0.00027104
0.00036261,0.00027058
0.00038259,0.00022192
0.00038881,0.00014301
0.00038038,5.9945e-005
0.00035735,-1.941e-018
0.00032072,-1.5879e-005
0.00027238,2.1054e-005
0.00021504,0.00010464
0.00015199,0.00021511
8.6976e-005,0.00032411
2.3859e-005,0.00040216
-3.3581e-005,0.00042665
-8.1936e-005,0.00038801
-0.00011841,0.00029267
-0.000141,0.00016162
-0.00014869,2.511e-005
-0.0001415,-8.5356e-005
-0.00012051,-0.0001454
