# ------------- First Cascade ------------------
110000.839726, -112931.627777,  0,  1, -1.99038300858, 0.99057585301
143859.149573, -148670.719232,  0,  1, -1.98964146063, 0.989924262208
188108.008759, -195765.304995,  0,  1, -1.98882898903, 0.989227865507
245940.089919, -257856.969226,  0,  1, -1.9879379013, 0.988483617095
321524.651566, -339761.555255,  0,  1, -1.98695957875, 0.987688269171
420307.060169, -447852.704111,  0,  1, -1.98588435717, 0.98683835928
549399.356228, -590571.265975,  0,  1, -1.98470139172, 0.985930196961
718089.714102, -779102.585449,  0,  1, -1.98339850377, 0.984959849687
938507.033728, -1028277.70748,  0,  1, -1.98196200745, 0.983923128081
1226487.81978, -1357773.34735,  0,  1, -1.98037651317, 0.982815570385
1602706.72983, -1793710.65563,  0,  1, -1.97862470512, 0.981632426174
2094150.68606, -2370786.54927,  0,  1, -1.97668708929, 0.980368639318
2736040.51486, -3135116.57426,  0,  1, -1.97454170835, 0.979018830161
3574335.35467, -4148028.79722,  0,  1, -1.97216381898, 0.977577276958
4668995.68831, -5491129.2935,  0,  1, -1.96952552705, 0.976037896548
6098233.57194, -7273068.35282,  0,  1, -1.96659537528, 0.97439422431
7964047.01493, -9638581.82949,  0,  1, -1.96333787759, 0.972639393416
10399424.1126, -12780576.4686,  0,  1, -1.95971299369, 0.970766113442
13577717.3784, -16956287.9525,  0,  1, -1.95567553673, 0.968766648387
17724837.4003, -22508887.5944,  0,  1, -1.95117450648, 0.966632794174
23135107.2754, -29896376.8255,  0,  1, -1.94615233942, 0.964355855752
30191867.8783, -39730225.7766,  0,  1, -1.94054406692, 0.961926623901
39394245.0613, -52827033.047,  0,  1, -1.93427637194, 0.959335351894
51391904.0953, -70277573.0526,  0,  1, -1.92726653415, 0.956571732207
67030150.5342, -93539039.2489,  0,  1, -1.91942125336, 0.953624873474
87408424.0192, -124558194.266,  0,  1, -1.91063534106, 0.950483277965
113956115.427, -165935639.533,  0,  1, -1.90079027008, 0.947134819866
148530772.934, -221144691.114,  0,  1, -1.88975257372, 0.943566724725
193545218.462, -294822610.842,  0,  1, -1.87737208714, 0.939765550475
252131960.432, -393157454.889,  0,  1, -1.86348002662, 0.935717170492
328355672.553, -524400876.288,  0,  1, -1.84788690643, 0.931406759256
427487550.938, -699546207.971,  0,  1, -1.83038029898, 0.926818781202
556359237.744, -933222439.113,  0,  1, -1.81072245206, 0.921936983508
723818927.113, -1244868648.68,  0,  1, -1.78864778863, 0.916744393593
941318519.527, -1660270359.45,  0,  1, -1.76386032936, 0.911223322237
1223668600.02, -2213559191.96,  0,  1, -1.73603109898, 0.905355373351
1590007997.4, -2949799767.24,  0,  1, -1.70479560361, 0.899121461511
2065047242.88, -3928311882.22,  0,  1, -1.66975150104, 0.892501838528
2680661003.15, -5226899081.49,  0,  1, -1.63045663016, 0.885476130444
3477924259.83, -6947172216.77,  0,  1, -1.58642762193, 0.878023386464
4509711535.16, -9221160340.21,  0,  1, -1.5371393856, 0.870122141513
5844008878.68, -12219377994,  0,  1, -1.48202585139, 0.861750494198
7568125867.75, -16160446507.7,  0,  1, -1.42048245973, 0.852886202111
9794040964.06, -21322214851.1,  0,  1, -1.35187101778, 0.843506796539
12665169827.8, -28054044559.1,  0,  1, -1.27552770016, 0.833589718725
16364914418.9, -36789443256.9,  0,  1, -1.19077515234, 0.823112479946
21127432854.5, -48057454254.9,  0,  1, -1.09693986062, 0.812052847681
27251168071.9, -62490002984.9,  0,  1, -0.993376177101, 0.800389060188
